,Unnamed: 0,place,review,date,location,emotions,keywords
39,39,Бико,"Все супер. Все продукты свежие, выпечка из печи. Можно перекусить на месте или взять с собой. Персонал вежливый и приветливый. Приезжая в Новокуйбышевск всегда захожу в",12 ноября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('продукты свежие выпечка', 0.756), ('приезжая новокуйбышевск захожу', 0.7328), ('вежливый приветливый приезжая', 0.7224), ('свежие выпечка печи', 0.7189), ('выпечка печи перекусить', 0.7081)]]"
40,40,Бико,Всегда все вкусно,12 ноября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('вкусно', 0.8751)]]"
41,41,Бико,"Прекрасная пекарня, очень вкусно готовят, приятные скидки по вечерам, отзывчивые и весёлые продавцы!",24 октября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('вкусно готовят приятные', 0.8039), ('приятные скидки вечерам', 0.8012), ('готовят приятные скидки', 0.7813), ('готовят приятные', 0.7658), ('отзывчивые весёлые продавцы', 0.7581)]]"
42,42,Бико,"Я частый посетитель этой кулинарии, мне и моим домочадцам нравится их продукция, а ещё здесь очень правильные продавцы, они не просто стоят за прилавком, а постоянно рассказывают о каком-то из своих товаров, а ты делаешь выбор в этот момент. Молодцы...",21 октября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('домочадцам нравится продукция', 0.6077), ('нравится продукция', 0.5688), ('нравится продукция ещё', 0.5644), ('моим домочадцам нравится', 0.5307), ('домочадцам нравится', 0.5073)]]"
43,43,Бико,Очень приставучие продавцы.,19 октября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['NEGATIVE'],"[[('очень приставучие продавцы', 0.9745), ('очень приставучие', 0.9181), ('приставучие продавцы', 0.8968), ('приставучие', 0.8447), ('продавцы', 0.7832)]]"
44,44,Бико,"Хожу туда за осетинским пирогом, остальное мимо! 🥹💖",11 октября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['NEUTRAL'],"[[('остальное мимо', 0.8702), ('туда осетинским пирогом', 0.8596), ('пирогом остальное мимо', 0.8552), ('хожу туда осетинским', 0.8479), ('осетинским пирогом', 0.8314)]]"
45,45,Бико,Вкусная еда копчности и готовая продукция,5 октября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['NEUTRAL'],"[[('копчности готовая продукция', 0.9471), ('вкусная еда копчности', 0.857), ('готовая продукция', 0.8519), ('еда копчности готовая', 0.8495), ('копчности готовая', 0.8282)]]"
46,46,Бико,"Вежливый персонал, все свежее и вкусное. Каждое утро забегаю за выпечкой.",5 октября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('вежливый персонал свежее', 0.781), ('утро забегаю выпечкой', 0.7719), ('забегаю выпечкой', 0.7631), ('вежливый персонал', 0.7611), ('каждое утро забегаю', 0.742)]]"
47,47,Бико,"Бико находится в удобном месте. Выпечка отличная, особенно пироги!",17 сентября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('бико находится удобном', 0.8643), ('бико находится', 0.841), ('находится удобном месте', 0.8215), ('находится удобном', 0.7948), ('удобном месте выпечка', 0.7494)]]"
48,48,Бико,"Нормальная такая пекарня. Выпечка, салаты, мясные блюда - все вкусно.",10 сентября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('такая пекарня выпечка', 0.8339), ('пекарня выпечка салаты', 0.7941), ('пекарня выпечка', 0.7869), ('нормальная такая пекарня', 0.7837), ('выпечка салаты мясные', 0.7741)]]"
49,49,Бико,"Так пойдет,сколько брала все свежее,но вид некоторых салатов выглядит не комильфо",9 сентября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['NEUTRAL'],"[[('салатов выглядит комильфо', 0.8453), ('вид некоторых салатов', 0.8148), ('некоторых салатов выглядит', 0.795), ('выглядит комильфо', 0.793), ('свежее вид некоторых', 0.7759)]]"
50,50,Бико,"Часто беру пельмени и выпечку, всегда вкусно.",8 сентября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('беру пельмени выпечку', 0.8461), ('часто беру пельмени', 0.8433), ('пельмени выпечку вкусно', 0.8295), ('часто беру', 0.8088), ('пельмени выпечку', 0.7871)]]"
51,51,Бико,"Отлично, вкусные салаты и десерты. Замечательные колбасные изделия.",8 сентября,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('замечательные колбасные изделия', 0.8335), ('колбасные изделия', 0.8031), ('десерты замечательные колбасные', 0.783), ('салаты десерты замечательные', 0.7824), ('вкусные салаты десерты', 0.7765)]]"
52,52,Бико,"Вкусно, сытно, большой выбор. Рекомендую.",31 августа,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('большой выбор рекомендую', 0.8946), ('вкусно сытно большой', 0.8666), ('выбор рекомендую', 0.8474), ('сытно большой выбор', 0.8416), ('сытно большой', 0.8027)]]"
53,53,Бико,Обожаю заливное и холодец от Бико!,24 июля,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['NEUTRAL'],"[[('обожаю заливное холодец', 0.8892), ('заливное холодец бико', 0.8651), ('обожаю заливное', 0.8371), ('холодец бико', 0.8371), ('заливное холодец', 0.7888)]]"
54,54,Бико,"Всегда очень хорошее обслуживание, вежливый персонал, качественная выпечка",20 июля,"POLYGON ((49.9705916 53.0953566, 49.9713271 53.0953719, 49.971346 53.095043, 49.9707046 53.0950297, 49.9707057 53.0950106, 49.9707807 53.0950122, 49.9707884 53.0948791, 49.9708337 53.0948801, 49.9708364 53.0948347, 49.9706775 53.0948313, 49.9704079 53.0948257, 49.9703851 53.095218, 49.9705765 53.095222, 49.9705832 53.0951059, 49.970704 53.0951084, 49.9706931 53.0952966, 49.9705952 53.0952946, 49.9705916 53.0953566))",['POSITIVE'],"[[('очень хорошее обслуживание', 0.8683), ('хорошее обслуживание вежливый', 0.8646), ('хорошее обслуживание', 0.8356), ('обслуживание вежливый персонал', 0.8219), ('вежливый персонал качественная', 0.7747)]]"
